timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672248208873,532,Requisição HTTP,200,OK,Grupo de Usuários 1-1,text,true,,688,254,77,77,https://api.instantwebtools.net/v1/passenger,532,0,271
1672248208880,526,Requisição HTTP,200,OK,Grupo de Usuários 1-2,text,true,,657,255,76,76,https://api.instantwebtools.net/v1/passenger,526,0,280
1672248208886,542,Requisição HTTP,200,OK,Grupo de Usuários 1-3,text,true,,659,257,78,78,https://api.instantwebtools.net/v1/passenger,542,0,289
1672248208893,556,Requisição HTTP,200,OK,Grupo de Usuários 1-4,text,true,,657,255,80,80,https://api.instantwebtools.net/v1/passenger,556,0,298
1672248208901,566,Requisição HTTP,200,OK,Grupo de Usuários 1-5,text,true,,691,257,82,82,https://api.instantwebtools.net/v1/passenger,566,0,307
1672248208916,575,Requisição HTTP,200,OK,Grupo de Usuários 1-7,text,true,,657,255,84,84,https://api.instantwebtools.net/v1/passenger,575,0,320
1672248208922,571,Requisição HTTP,200,OK,Grupo de Usuários 1-8,text,true,,669,256,83,83,https://api.instantwebtools.net/v1/passenger,571,0,328
1672248208928,586,Requisição HTTP,200,OK,Grupo de Usuários 1-9,text,true,,703,256,85,85,https://api.instantwebtools.net/v1/passenger,586,0,346
1672248208935,599,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,671,256,87,87,https://api.instantwebtools.net/v1/passenger,599,0,357
1672248208942,617,Requisição HTTP,200,OK,Grupo de Usuários 1-11,text,true,,660,258,90,90,https://api.instantwebtools.net/v1/passenger,617,0,371
1672248208949,615,Requisição HTTP,200,OK,Grupo de Usuários 1-12,text,true,,649,256,89,89,https://api.instantwebtools.net/v1/passenger,615,0,382
1672248208956,627,Requisição HTTP,200,OK,Grupo de Usuários 1-13,text,true,,659,257,91,91,https://api.instantwebtools.net/v1/passenger,627,0,400
1672248208964,663,Requisição HTTP,200,OK,Grupo de Usuários 1-14,text,true,,691,257,96,96,https://api.instantwebtools.net/v1/passenger,663,0,418
1672248208970,659,Requisição HTTP,200,OK,Grupo de Usuários 1-15,text,true,,660,258,96,96,https://api.instantwebtools.net/v1/passenger,659,0,429
1672248208978,674,Requisição HTTP,200,OK,Grupo de Usuários 1-16,text,true,,696,261,98,98,https://api.instantwebtools.net/v1/passenger,674,0,450
1672248208983,714,Requisição HTTP,200,OK,Grupo de Usuários 1-17,text,true,,661,259,103,103,https://api.instantwebtools.net/v1/passenger,714,0,465
1672248208991,789,Requisição HTTP,200,OK,Grupo de Usuários 1-18,text,true,,690,256,114,114,https://api.instantwebtools.net/v1/passenger,789,0,476
1672248209014,791,Requisição HTTP,200,OK,Grupo de Usuários 1-21,text,true,,657,255,117,117,https://api.instantwebtools.net/v1/passenger,791,0,501
1672248208998,809,Requisição HTTP,200,OK,Grupo de Usuários 1-19,text,true,,691,256,116,116,https://api.instantwebtools.net/v1/passenger,809,0,494
1672248209007,853,Requisição HTTP,200,OK,Grupo de Usuários 1-20,text,true,,688,254,123,123,https://api.instantwebtools.net/v1/passenger,853,0,531
1672248209019,860,Requisição HTTP,200,OK,Grupo de Usuários 1-22,text,true,,659,257,124,124,https://api.instantwebtools.net/v1/passenger,860,0,541
1672248209026,866,Requisição HTTP,200,OK,Grupo de Usuários 1-23,text,true,,657,255,125,125,https://api.instantwebtools.net/v1/passenger,866,0,552
1672248209033,894,Requisição HTTP,200,OK,Grupo de Usuários 1-24,text,true,,691,257,128,128,https://api.instantwebtools.net/v1/passenger,894,0,575
1672248209040,923,Requisição HTTP,200,OK,Grupo de Usuários 1-25,text,true,,687,253,127,127,https://api.instantwebtools.net/v1/passenger,923,0,582
1672248209048,915,Requisição HTTP,200,OK,Grupo de Usuários 1-26,text,true,,657,255,126,126,https://api.instantwebtools.net/v1/passenger,915,0,602
1672248209054,956,Requisição HTTP,200,OK,Grupo de Usuários 1-27,text,true,,669,256,125,125,https://api.instantwebtools.net/v1/passenger,956,0,618
1672248209068,971,Requisição HTTP,200,OK,Grupo de Usuários 1-29,text,true,,671,256,124,124,https://api.instantwebtools.net/v1/passenger,971,0,653
1672248209076,981,Requisição HTTP,200,OK,Grupo de Usuários 1-30,text,true,,660,258,123,123,https://api.instantwebtools.net/v1/passenger,981,0,676
1672248208907,1150,Requisição HTTP,200,OK,Grupo de Usuários 1-6,text,true,,687,253,122,122,https://api.instantwebtools.net/v1/passenger,1150,0,843
1672248209082,976,Requisição HTTP,200,OK,Grupo de Usuários 1-31,text,true,,649,256,121,121,https://api.instantwebtools.net/v1/passenger,976,0,700
1672248209089,969,Requisição HTTP,200,OK,Grupo de Usuários 1-32,text,true,,659,257,120,120,https://api.instantwebtools.net/v1/passenger,969,0,716
1672248209096,964,Requisição HTTP,200,OK,Grupo de Usuários 1-33,text,true,,691,257,119,119,https://api.instantwebtools.net/v1/passenger,964,0,740
1672248209103,1051,Requisição HTTP,200,OK,Grupo de Usuários 1-34,text,true,,660,258,118,118,https://api.instantwebtools.net/v1/passenger,1051,0,757
1672248209061,1094,Requisição HTTP,200,OK,Grupo de Usuários 1-28,text,true,,703,256,117,117,https://api.instantwebtools.net/v1/passenger,1094,0,787
1672248209110,1048,Requisição HTTP,200,OK,Grupo de Usuários 1-35,text,true,,696,261,116,116,https://api.instantwebtools.net/v1/passenger,1048,0,771
1672248209117,1060,Requisição HTTP,200,OK,Grupo de Usuários 1-36,text,true,,661,259,115,115,https://api.instantwebtools.net/v1/passenger,1060,0,786
